soc_code,task_id,task_description,task_importance,importance_norm,automation_score,automation_level
51-9061,12482,Collect or select samples for testing or for use as models.,3.77,0.13333333333333347,0.13333333333333341,Low
51-9061,20305,"Stack or arrange tested products for further processing, shipping, or packaging.",3.63,0.0,0.0,Low
51-9071,15092,"Examine gems during processing to ensure accuracy of angles and positions of cuts or bores, using magnifying glasses, loupes, or shadowgraphs.",4.69,1.0,1.0,High
51-9071,15093,"Assign polish, symmetry, and clarity grades to stones, according to established grading systems.",4.62,0.9510489510489508,0.9510489510489509,High
51-9071,23624,"Clean and polish metal items and jewelry pieces, using jewelers' tools, polishing wheels, and chemical baths.",4.5,0.867132867132867,0.867132867132867,High
51-9071,23621,"Smooth soldered joints and rough spots, using hand files and emery paper, and polish smoothed areas with polishing wheels or buffing wire.",4.47,0.8461538461538458,0.8461538461538458,High
51-9071,23622,"Create jewelry from materials such as gold, silver, platinum, and precious or semiprecious stones.",4.45,0.8321678321678321,0.8321678321678322,High
51-9071,15094,"Estimate wholesale and retail value of gems, following pricing guides, market fluctuations, and other relevant economic factors.",4.41,0.804195804195804,0.804195804195804,High
51-9071,23625,"Cut and file pieces of jewelry such as rings, brooches, bracelets, and lockets.",4.39,0.7902097902097898,0.7902097902097898,High
51-9071,23628,"Examine assembled or finished products to ensure conformance to specifications, using magnifying glasses or precision measuring instruments.",4.37,0.7762237762237761,0.7762237762237761,High
51-9071,23623,"Make repairs, such as enlarging or reducing ring sizes, soldering pieces of jewelry together, and replacing broken clasps and mountings.",4.36,0.7692307692307693,0.7692307692307693,High
51-9071,23627,Compute costs of labor and materials to determine production costs of products and articles.,4.32,0.7412587412587412,0.7412587412587414,High
51-9071,23620,"Position stones and metal pieces, and set, mount, and secure items in place, using setting and hand tools.",4.31,0.7342657342657338,0.7342657342657337,High
51-9071,15095,"Examine gem surfaces and internal structures, using polariscopes, refractometers, microscopes, and other optical instruments, to differentiate between stones, to identify rare specimens, or to detect flaws, defects, or peculiarities affecting gem values.",4.31,0.7342657342657338,0.7342657342657337,High
51-9071,23635,"Grade stones based on their color, perfection, and quality of cut.",4.27,0.7062937062937058,0.7062937062937059,High
51-9071,15096,"Identify and document stones' clarity characteristics, using plot diagrams.",4.25,0.6923076923076922,0.6923076923076921,High
51-9071,23626,Select and acquire metals and gems for designs.,4.24,0.6853146853146853,0.6853146853146853,High
51-9071,23632,Shape and straighten damaged or twisted articles by hand or using pliers.,4.23,0.6783216783216784,0.6783216783216784,High
51-9071,23638,"Create new jewelry designs and modify existing designs, using computers as necessary.",3.92,0.46153846153846145,0.4615384615384615,Moderate
51-9071,23636,"Plate articles such as jewelry pieces and watch dials, using silver, gold, nickel, or other metals.",3.89,0.44055944055944063,0.4405594405594405,Moderate
51-9071,15097,Advise customers and others on the best use of gems to create attractive jewelry items.,3.87,0.4265734265734266,0.4265734265734267,Moderate
51-9071,23640,Record the weights and processing times of finished pieces.,3.84,0.40559440559440546,0.4055944055944055,Moderate
51-9071,23630,"Construct preliminary models of wax, metal, clay, or plaster, and form sample castings in molds.",3.78,0.3636363636363635,0.36363636363636354,Moderate
51-9071,23637,Write or modify design specifications such as the metal contents and weights of items.,3.73,0.32867132867132864,0.3286713286713287,Low
51-9071,23633,"Soften metal to be used in designs by heating it with a gas torch and shape it, using hammers and dies.",3.73,0.32867132867132864,0.3286713286713287,Low
51-9071,23629,"Pierce and cut open designs in ornamentation, using hand drills and scroll saws.",3.62,0.2517482517482519,0.25174825174825194,Low
51-9071,23645,"Research and analyze reference materials, and consult with interested parties to develop new products or modify existing designs.",3.54,0.1958041958041959,0.19580419580419595,Low
51-9071,23642,"Mark, engrave, or emboss designs on metal pieces such as castings, wire, or jewelry, following specifications.",3.51,0.17482517482517476,0.17482517482517473,Low
51-9071,23631,Pour molten metal alloys or other materials into molds to cast models of jewelry.,3.26,0.0,0.0,Low
51-9081,7133,Read prescriptions or specifications and examine models or impressions to determine the design of dental products to be constructed.,4.86,1.0,1.0,High
51-9081,7135,"Test appliances for conformance to specifications and accuracy of occlusion, using articulators and micrometers.",4.73,0.7636363636363641,0.763636363636364,High
51-9081,7134,"Fabricate, alter, or repair dental devices, such as dentures, crowns, bridges, inlays, or appliances for straightening teeth.",4.69,0.6909090909090915,0.6909090909090915,High
51-9081,7136,Place tooth models on an apparatus that mimics bite and movement of patient's jaw to evaluate functionality of model.,4.61,0.5454545454545461,0.5454545454545461,Moderate
51-9081,7139,"Remove excess metal or porcelain and polish surfaces of prostheses or frameworks, using polishing machines.",4.48,0.3090909090909102,0.3090909090909101,Low
51-9081,7147,Train or supervise other dental technicians or dental laboratory bench workers.,4.33,0.03636363636363716,0.036363636363637174,Low
51-9081,7137,"Melt metals or mix plaster, porcelain, or acrylic pastes and pour materials into molds or over frameworks to form dental prostheses or apparatuses.",4.31,0.0,0.0,Low
51-9082,10520,"Drill and tap holes for rivets, and glue, weld, bolt, or rivet parts together to form prosthetic or orthotic devices.",4.45,1.0,1.0,High
51-9082,10514,Read prescriptions or specifications to determine the type of product or device to be fabricated and the materials and tools required.,4.42,0.964285714285714,0.9642857142857141,High
51-9082,10513,"Make orthotic or prosthetic devices, using materials such as thermoplastic and thermosetting materials, metal alloys and leather, and hand or power tools.",4.41,0.9523809523809523,0.9523809523809524,High
51-9082,10519,"Bend, form, and shape fabric or material to conform to prescribed contours of structural components.",4.36,0.892857142857143,0.892857142857143,High
51-9082,10518,Construct or receive casts or impressions of patients' torsos or limbs for use as cutting and fabrication patterns.,4.33,0.8571428571428571,0.8571428571428572,High
51-9082,10515,"Repair, modify, or maintain medical supportive devices, such as artificial limbs, braces, or surgical supports, according to specifications.",4.26,0.7738095238095234,0.7738095238095233,High
51-9082,10523,"Cover or pad metal or plastic structures or devices, using coverings such as rubber, leather, felt, plastic, or fiberglass.",4.24,0.7500000000000001,0.75,High
51-9082,10522,"Test medical supportive devices for proper alignment, movement, or biomechanical stability, using meters and alignment fixtures.",4.17,0.6666666666666665,0.6666666666666664,High
51-9082,10521,"Lay out and mark dimensions of parts, using templates and precision measuring instruments.",4.15,0.6428571428571432,0.6428571428571432,Moderate
51-9082,10512,"Fit appliances onto patients, and make any necessary adjustments.",4.11,0.5952380952380956,0.5952380952380956,Moderate
51-9082,10524,"Polish artificial limbs, braces, or supports, using grinding and buffing wheels.",4.09,0.5714285714285712,0.5714285714285713,Moderate
51-9082,10517,Take patients' body or limb measurements for use in device construction.,4.06,0.5357142857142853,0.535714285714285,Moderate
51-9082,10516,Instruct patients in use of prosthetic or orthotic devices.,4.0,0.46428571428571425,0.46428571428571425,Moderate
51-9082,10525,Service or repair machinery used in the fabrication of appliances.,3.61,0.0,0.0,Low
51-9083,10529,"Mount and secure lens blanks or optical lenses in holding tools or chucks of cutting, polishing, grinding, or coating machines.",4.78,1.0,1.0,High
51-9083,10532,"Inspect lens blanks to detect flaws, verify smoothness of surface, and ensure thickness of coating on lenses.",4.74,0.9622641509433962,0.9622641509433963,High
51-9083,10537,"Set up machines to polish, bevel, edge, or grind lenses, flats, blanks, or other precision optical elements.",4.73,0.9528301886792454,0.9528301886792454,High
51-9083,10540,"Inspect, weigh, and measure mounted or unmounted lenses after completion to verify alignment and conformance to specifications, using precision instruments.",4.69,0.9150943396226416,0.9150943396226418,High
51-9083,10530,Shape lenses appropriately so that they can be inserted into frames.,4.67,0.8962264150943393,0.8962264150943393,High
51-9083,10533,"Clean finished lenses and eyeglasses, using cloths and solvents.",4.62,0.8490566037735848,0.849056603773585,High
51-9083,10528,"Mount, secure, and align finished lenses in frames or optical assemblies, using precision hand tools.",4.6,0.8301886792452825,0.8301886792452824,High
51-9083,10535,"Examine prescriptions, work orders, or broken or used eyeglasses to determine specifications for lenses, contact lenses, or other optical elements.",4.57,0.8018867924528302,0.8018867924528302,High
51-9083,10527,Adjust lenses and frames to correct alignment.,4.5,0.7358490566037733,0.7358490566037733,High
51-9083,10534,"Select lens blanks, molds, tools, and polishing or grinding wheels, according to production specifications.",4.49,0.7264150943396226,0.7264150943396226,High
51-9083,10539,"Position and adjust cutting tools to specified curvature, dimensions, and depth of cut.",4.48,0.7169811320754719,0.716981132075472,High
51-9083,10531,"Assemble eyeglass frames and attach shields, nose pads, and temple pieces, using pliers, screwdrivers, and drills.",4.43,0.6698113207547165,0.6698113207547165,High
51-9083,10536,Set dials and start machines to polish lenses or hold lenses against rotating wheels to polish them manually.,4.33,0.5754716981132074,0.5754716981132076,Moderate
